employee_id	entered_at	enter_for
9812	1598305448	payment
1267	1598310728	suppliement
8623	1598312288	bathroom
9823	1598306468	lunch
9872	1598286008	reports
9823	1598291468	suppliement
2009	1598275628	suppliement
1002	1598306168	reports
1267	1598294648	payment
5432	1598288408	meeting
8623	1598301308	lunch
2009	1598298008	suppliement
92873	1598291888	lunch
1002	1598297168	payment
2009	1598305328	bathroom
5432	1598283428	call
9872	1598297888	suppliement
92873	1598271248	bathroom
2009	1598284688	bathroom
8623	1598313128	payment
5432	1598309948	bathroom
5432	1598312708	reports
5432	1598273768	suppliement
9823	1598286368	call
9872	1598287388	lunch
9872	1598293568	suppliement
9872	1598282768	payment
2009	1598306588	payment
9872	1598296388	payment
1267	1598270828	reports
5432	1598305748	meeting
2009	1598299088	payment
1267	1598309828	meeting
9812	1598282768	call
1267	1598273468	meeting
3478	1598281148	suppliement
8623	1598304548	lunch
8623	1598308448	call
8623	1598302628	lunch
1002	1598282648	bathroom
5432	1598300348	suppliement
1002	1598298968	reports
9872	1598294588	lunch
3478	1598299988	reports
9823	1598271008	meeting
2009	1598300168	meeting
3478	1598305508	suppliement
9823	1598312768	bathroom
3478	1598279588	call
1002	1598309408	call
3478	1598270888	bathroom
92873	1598307128	call
5432	1598304548	call
1002	1598296088	reports
9823	1598307848	meeting
3478	1598292188	reports
9812	1598271728	meeting
8623	1598305328	payment
3478	1598291648	bathroom
9823	1598297708	meeting
1002	1598303768	meeting
92873	1598294408	call
1002	1598311268	meeting
9812	1598305268	call
9823	1598293028	bathroom
3478	1598277668	bathroom
92873	1598308088	suppliement
2009	1598303708	call
9812	1598271188	reports
1002	1598310548	bathroom
9823	1598277788	lunch
8623	1598272448	bathroom
92873	1598292908	call
8623	1598277548	reports
9872	1598287688	call
9812	1598302208	reports
1267	1598272208	call
92873	1598304728	reports
2009	1598301128	payment
92873	1598275328	payment
9823	1598313368	bathroom
1267	1598275568	bathroom
9812	1598280188	call
9823	1598298608	suppliement
9812	1598288588	bathroom
3478	1598285348	payment
1267	1598274728	reports
1002	1598307128	payment
5432	1598296328	suppliement
9812	1598298968	suppliement
9812	1598311448	meeting
8623	1598299448	bathroom
1002	1598301488	call
2009	1598299328	reports
2009	1598274428	reports
5432	1598309528	suppliement
5432	1598309408	reports
1002	1598276768	call
1267	1598311448	reports
92873	1598279048	meeting
1267	1598301848	bathroom
1267	1598272748	suppliement
1267	1598283188	bathroom
9823	1598306168	meeting
9823	1598274908	reports
9823	1598294948	suppliement
2009	1598312408	lunch
1267	1598298848	payment
1002	1598290088	meeting
3478	1598300888	reports
1267	1598301608	payment
1267	1598282828	suppliement
2009	1598288708	reports
92873	1598302028	suppliement
2009	1598302568	call
2009	1598302448	reports
2009	1598301248	bathroom
3478	1598283908	meeting
1267	1598278808	call
9823	1598294048	payment
9872	1598301428	call
1267	1598310788	reports
9823	1598286668	lunch
8623	1598310968	payment
1267	1598299268	payment
92873	1598283728	call
8623	1598289128	bathroom
9812	1598287208	reports
9872	1598295248	bathroom
1267	1598312948	meeting
2009	1598284628	lunch
2009	1598277908	suppliement
9812	1598297168	reports
1002	1598310068	meeting
9823	1598300048	bathroom
2009	1598301248	suppliement
1267	1598287748	lunch
1267	1598270648	call
2009	1598295248	reports
9823	1598305988	meeting
3478	1598273348	call
5432	1598300108	suppliement
2009	1598299148	reports
92873	1598293748	bathroom
8623	1598275208	bathroom
8623	1598276948	payment
3478	1598279348	reports
9872	1598306228	reports
9823	1598308268	call
3478	1598284988	suppliement
1002	1598290928	meeting
9812	1598298548	meeting
1002	1598290088	suppliement
3478	1598270408	bathroom
2009	1598295308	call
9823	1598306468	reports
1002	1598303528	bathroom
9812	1598296028	suppliement
9872	1598297528	bathroom
9823	1598275208	reports
8623	1598311868	meeting
9812	1598276228	meeting
8623	1598312708	call
92873	1598290448	suppliement
1267	1598290388	payment
5432	1598291948	meeting
3478	1598307728	bathroom
1002	1598290868	bathroom
2009	1598277608	lunch
1002	1598273708	lunch
9823	1598279288	meeting
9812	1598277848	suppliement
9823	1598310548	suppliement
3478	1598302388	lunch
3478	1598307188	payment
1267	1598276288	call
2009	1598286668	payment
9812	1598277368	bathroom
5432	1598296328	reports
3478	1598307908	suppliement
9823	1598293628	suppliement
9812	1598294948	payment
92873	1598283668	call
9823	1598299928	bathroom
9872	1598308628	suppliement
5432	1598272448	suppliement
2009	1598303528	bathroom
3478	1598304548	suppliement
5432	1598295728	bathroom
3478	1598310488	suppliement
9812	1598294228	meeting
9823	1598298068	suppliement
8623	1598300288	suppliement
92873	1598299868	reports
2009	1598278148	lunch
1002	1598313128	reports
8623	1598277848	suppliement
9823	1598284628	suppliement
1002	1598298548	call
2009	1598302568	lunch
1002	1598313428	lunch
5432	1598304848	suppliement
9823	1598272928	call
9812	1598310548	reports
9812	1598280608	payment
2009	1598278448	reports
1002	1598276828	lunch
9812	1598274668	payment
2009	1598297948	payment
92873	1598284148	lunch
9823	1598285888	call
1267	1598304908	call
3478	1598290808	suppliement
9812	1598313428	call
9823	1598277368	reports
1002	1598304968	reports
9872	1598274728	payment
9823	1598286848	payment
1267	1598304788	suppliement
1002	1598313428	meeting
9872	1598277308	meeting
9872	1598275868	bathroom
9823	1598281088	reports
92873	1598299688	suppliement
1002	1598283908	lunch
3478	1598298128	meeting
5432	1598311748	lunch
5432	1598280188	suppliement
3478	1598285648	meeting
5432	1598311748	lunch
8623	1598304248	call
5432	1598300348	lunch
2009	1598313368	suppliement
9872	1598277548	lunch
2009	1598278628	suppliement
5432	1598290328	meeting
1267	1598285648	payment
8623	1598294168	reports
8623	1598276168	meeting
1002	1598309048	call
5432	1598294648	lunch
92873	1598275208	payment
1002	1598312228	call
2009	1598271488	payment
9872	1598276168	suppliement
9872	1598295368	bathroom
8623	1598304428	lunch
1002	1598295128	lunch
9812	1598280128	bathroom
5432	1598271008	suppliement
3478	1598292248	meeting
2009	1598273468	bathroom
3478	1598275748	lunch
8623	1598306408	lunch
2009	1598285828	lunch
9872	1598302628	payment
8623	1598273888	reports
9872	1598281388	bathroom
9872	1598308208	suppliement
9823	1598309768	reports
2009	1598308808	reports
9823	1598294528	bathroom
9823	1598284328	payment
5432	1598308808	meeting
92873	1598294708	reports
1002	1598306888	meeting
1002	1598287388	payment
9823	1598279408	suppliement
1002	1598293268	call
9872	1598281028	payment
8623	1598298368	call
9812	1598298728	payment
9823	1598293688	call
9812	1598284388	call
1267	1598275628	call
92873	1598295128	call
1267	1598305748	suppliement
1267	1598307548	suppliement
1002	1598307728	reports
92873	1598309168	payment
2009	1598295008	bathroom
1267	1598301848	suppliement
1002	1598284388	bathroom
8623	1598303288	suppliement
5432	1598310848	payment
1002	1598311928	suppliement
8623	1598288708	suppliement
1267	1598306528	suppliement
8623	1598277428	meeting
92873	1598276828	payment
8623	1598309048	bathroom
1002	1598308868	reports
92873	1598297228	reports
9823	1598286608	call
9823	1598313488	payment
92873	1598289728	payment
9823	1598281388	reports
1267	1598278928	call
9812	1598293388	lunch
3478	1598312468	lunch
2009	1598309468	bathroom
92873	1598301008	payment
3478	1598301368	call
9872	1598291528	payment
1267	1598290688	meeting
9812	1598304248	reports
5432	1598288648	reports
92873	1598282588	payment
1002	1598276228	lunch
9812	1598295068	reports
1002	1598273108	call
1267	1598289548	bathroom
92873	1598297528	reports
8623	1598309828	reports
8623	1598297348	bathroom
9823	1598312768	payment
1267	1598288708	lunch
9823	1598306528	suppliement
92873	1598280728	payment
92873	1598305328	lunch
8623	1598309468	call
8623	1598291168	payment
8623	1598305628	reports
9872	1598304728	suppliement
9823	1598281868	payment
9823	1598294648	payment
5432	1598276948	meeting
3478	1598280368	lunch
3478	1598308088	meeting
9823	1598301668	lunch
9812	1598282408	reports
9823	1598286728	lunch
92873	1598281868	payment
3478	1598292248	payment
3478	1598311868	reports
2009	1598294588	meeting
9872	1598270408	bathroom
5432	1598294888	meeting
2009	1598300228	call
1267	1598287568	meeting
1267	1598285828	lunch
9872	1598312288	suppliement
9872	1598299208	reports
8623	1598309828	suppliement
92873	1598312528	bathroom
3478	1598304788	meeting
8623	1598285828	suppliement
9823	1598302808	payment
92873	1598301608	call
9812	1598310788	reports
2009	1598301788	payment
3478	1598308628	reports
9872	1598287448	bathroom
92873	1598303108	meeting
9872	1598313068	bathroom
92873	1598286788	payment
1267	1598292248	bathroom
2009	1598291948	suppliement
9812	1598304608	call
5432	1598275808	meeting
3478	1598271128	reports
9823	1598290328	lunch
1002	1598294888	bathroom
9812	1598309288	suppliement
9812	1598292008	lunch
9823	1598294948	call
2009	1598290748	suppliement
3478	1598308628	call
92873	1598298428	meeting
9872	1598297168	lunch
1267	1598299148	payment
9812	1598278028	suppliement
9823	1598294288	reports
9872	1598312408	suppliement
1267	1598313488	reports
1267	1598289368	suppliement
9872	1598283008	lunch
8623	1598309108	lunch
5432	1598295368	lunch
9823	1598275448	reports
2009	1598280908	payment
2009	1598281148	suppliement
9812	1598279588	call
5432	1598278268	meeting
9872	1598313008	reports
1002	1598296328	payment
1002	1598285468	reports
9872	1598294348	payment
9872	1598301608	suppliement
2009	1598281688	lunch
9812	1598298548	call
92873	1598288708	bathroom
1267	1598287028	suppliement
3478	1598277968	payment
5432	1598279348	reports
1267	1598285588	meeting
92873	1598275628	suppliement
2009	1598306408	reports
9823	1598302928	suppliement
2009	1598304248	lunch
3478	1598294708	suppliement
1002	1598276828	call
8623	1598294348	lunch
2009	1598294888	call
3478	1598273228	suppliement
5432	1598302208	suppliement
8623	1598271008	reports
5432	1598297888	bathroom
1267	1598309468	call
5432	1598283668	call
1002	1598291708	call
92873	1598277848	call
8623	1598304908	suppliement
1267	1598302628	reports
9872	1598291288	call
1267	1598271848	reports
5432	1598291588	bathroom
9872	1598301908	reports
9872	1598277188	lunch
8623	1598293868	suppliement
3478	1598277728	bathroom
2009	1598276708	bathroom
2009	1598276828	payment
5432	1598300168	meeting
3478	1598272868	lunch
9812	1598288528	reports
5432	1598311508	reports
9872	1598293328	lunch
2009	1598311568	meeting
92873	1598282528	lunch
1267	1598297888	call
1002	1598295428	suppliement
2009	1598289368	payment
1002	1598275928	payment
92873	1598271068	meeting
92873	1598298128	call
5432	1598279828	bathroom
5432	1598312948	meeting
8623	1598279048	bathroom
2009	1598280248	call
1267	1598292728	meeting
8623	1598299568	meeting
9812	1598278748	payment
9823	1598286008	suppliement
92873	1598294828	suppliement
2009	1598276828	suppliement
9823	1598309948	lunch
5432	1598297288	lunch
1267	1598272088	reports
92873	1598292128	suppliement
3478	1598277548	call
3478	1598295968	call
2009	1598288708	lunch
2009	1598277248	lunch
5432	1598298668	reports
3478	1598277128	bathroom
8623	1598284688	suppliement
92873	1598280608	call
1002	1598293208	bathroom
2009	1598298128	lunch
8623	1598300348	payment
1267	1598312528	lunch
3478	1598286548	payment
92873	1598288348	suppliement
1002	1598280248	suppliement
5432	1598312648	reports
9812	1598276708	lunch
9823	1598294468	suppliement
1267	1598291168	meeting
9872	1598299808	meeting
2009	1598294168	meeting
1002	1598300528	bathroom
8623	1598295788	suppliement
8623	1598277128	meeting
5432	1598282168	reports
9823	1598287688	bathroom
5432	1598273708	bathroom
3478	1598297888	lunch
92873	1598290568	lunch
3478	1598276168	payment
92873	1598275928	reports
3478	1598270828	call
1002	1598280848	reports
9823	1598291948	suppliement
2009	1598301908	reports
1002	1598286128	lunch
9872	1598289008	call
1002	1598278628	reports
1267	1598274248	suppliement
8623	1598311808	bathroom
1267	1598284748	meeting
1002	1598274968	lunch
9872	1598277728	reports
5432	1598305688	bathroom
9872	1598276528	payment
8623	1598286908	lunch
3478	1598287868	meeting
5432	1598280488	reports
9823	1598300588	call
9823	1598288288	reports
8623	1598293088	suppliement
9823	1598276288	lunch
9812	1598287748	reports
9812	1598306948	suppliement
1002	1598276408	bathroom
1002	1598298128	reports
5432	1598285648	payment
2009	1598300108	reports
5432	1598302868	payment
1267	1598276228	payment
3478	1598277188	reports
2009	1598274068	call
9823	1598284448	payment
8623	1598277908	lunch
2009	1598300168	call
9823	1598307788	meeting
9812	1598307548	call
5432	1598277428	payment
1267	1598285468	payment
92873	1598293268	payment
92873	1598295008	suppliement
8623	1598309288	lunch
92873	1598275988	bathroom
8623	1598275508	call
1002	1598309468	suppliement
5432	1598301968	meeting
1002	1598313248	payment
8623	1598301968	call
8623	1598298428	call
3478	1598294768	suppliement
5432	1598306528	lunch
9823	1598299568	bathroom
1267	1598271188	bathroom
1002	1598279228	suppliement
8623	1598292608	suppliement
3478	1598288948	payment
1002	1598304968	call
9872	1598292728	lunch
1267	1598286308	lunch
1002	1598284088	reports
1002	1598278688	payment
3478	1598293688	reports
8623	1598307728	lunch
8623	1598283788	call
8623	1598279288	suppliement
1002	1598296988	meeting
9872	1598272208	meeting
2009	1598281088	lunch
5432	1598271368	payment
1267	1598278388	call
1267	1598273708	reports
92873	1598286608	call
92873	1598309708	call
9872	1598286488	meeting
1002	1598283668	meeting
5432	1598302808	reports
9812	1598308868	reports
1267	1598305028	call
5432	1598272328	bathroom
92873	1598280248	meeting
5432	1598299268	call
1267	1598286488	meeting
9823	1598297708	lunch
9812	1598290568	call
8623	1598277428	suppliement
1002	1598285348	payment
9872	1598307488	bathroom
5432	1598308568	payment
9812	1598273588	bathroom
9872	1598275568	call
3478	1598282168	reports
92873	1598288288	reports
2009	1598311628	suppliement
5432	1598296748	reports
9812	1598277428	meeting
3478	1598279588	suppliement
1267	1598311808	meeting
92873	1598271608	call
9812	1598299748	lunch
1002	1598294468	payment
9823	1598312708	lunch
1267	1598273768	lunch
9812	1598296868	lunch
92873	1598304548	meeting
92873	1598280428	lunch
9872	1598304848	payment
2009	1598303828	suppliement
2009	1598282888	meeting
1002	1598278208	call
9823	1598293448	payment
8623	1598270708	lunch
92873	1598298608	reports
1267	1598301968	suppliement
9872	1598306948	suppliement
2009	1598298188	suppliement
92873	1598301788	suppliement
2009	1598308148	reports
9872	1598308868	payment
9823	1598291408	lunch
92873	1598274488	payment
92873	1598279948	call
9872	1598284268	call
9812	1598305448	reports
3478	1598303828	bathroom
1267	1598284028	call
9812	1598278928	suppliement
9872	1598296988	reports
3478	1598300348	reports
9823	1598294588	reports
5432	1598289248	lunch
92873	1598276048	payment
1002	1598293748	meeting
92873	1598274908	reports
3478	1598308508	reports
3478	1598306588	meeting
9823	1598286128	reports
3478	1598307428	bathroom
92873	1598274188	call
9823	1598303708	suppliement
2009	1598311748	meeting
8623	1598279528	call
9812	1598279528	lunch
